id	type	modified	license	rightsHolder	bibliographicCitation	references	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	sex	lifeStage	occurrenceStatus	associatedMedia	associatedOccurrences	associatedReferences	occurrenceRemarks	organismID	organismRemarks	preparations	eventDate	eventTime	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	waterBody	islandGroup	island	country	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimCoordinateSystem	verbatimSRS	footprintWKT	georeferencedBy	georeferencedDate	georeferenceProtocol	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationRemarks	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
502_733	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_733	502_733	502_733		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1989-01-15		1989	1	15	1989-01-15 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.823333	-75.944444	EPSG:4326	0.11	1e-06				POINT(-75.944444 36.823333)		1989-01-15					1989-01-15	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:2688	Cetacea	Animalia	Chordata	Mammalia	Cetacea						Order	Brisson, 1762	Cetaceans	WoRMS LSID	valid	Taxon recorded as "unidentified cetacean" by the provider
502_1195	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1195	502_1195	502_1195		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2001-10-02		2001	10	2	2001-10-02 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.695150	-75.924067	EPSG:4326	0.11	1e-06				POINT(-75.924067 36.69515)		2001-10-02					2001-10-02	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1372	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1372	502_1372	502_1372		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2003-05-24		2003	5	24	2003-05-24 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.815170	-75.966090	EPSG:4326	0.11	1e-06				POINT(-75.96609 36.81517)		2003-05-24					2003-05-24	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_204	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_204	502_204	502_204		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2006-08-06		2006	8	6	2006-08-06 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.910240	-76.100300	EPSG:4326	0.11	1e-06				POINT(-76.1003 36.91024)		2006-08-06					2006-08-06	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_126	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_126	502_126	502_126		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2005-01-15		2005	1	15	2005-01-15 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													35.807280	-75.545000	EPSG:4326	0.11	1e-06				POINT(-75.545 35.80728)		2005-01-15					2005-01-15	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137096	Globicephala macrorhynchus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala		macrorhynchus		Species	Gray, 1846	Short-finned pilot whale	WoRMS LSID	valid	Taxon recorded as "short-finned pilot whale" by the provider
502_792	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_792	502_792	502_792		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1992-10-23		1992	10	23	1992-10-23 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.930556	-76.025556	EPSG:4326	0.11	1e-06				POINT(-76.025556 36.930556)		1992-10-23					1992-10-23	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1085	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1085	502_1085	502_1085		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1997-07-17		1997	7	17	1997-07-17 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.911550	-75.986781	EPSG:4326	0.11	1e-06				POINT(-75.986781 36.91155)		1997-07-17					1997-07-17	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1192	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1192	502_1192	502_1192		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2001-09-13		2001	9	13	2001-09-13 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.831389	-75.957170	EPSG:4326	0.11	1e-06				POINT(-75.95717 36.831389)		2001-09-13					2001-09-13	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_750	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_750	502_750	502_750		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1991-01-28		1991	1	28	1991-01-28 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.925000	-75.991667	EPSG:4326	0.11	1e-06				POINT(-75.991667 36.925)		1991-01-28					1991-01-28	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137084	Phoca vitulina	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca		vitulina		Species	Linnaeus, 1758	Harbor seal	WoRMS LSID	valid	Taxon recorded as "harbor seal" by the provider
502_1165	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1165	502_1165	502_1165		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2001-07-14		2001	7	14	2001-07-14 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.932100	-76.027380	EPSG:4326	0.11	1e-06				POINT(-76.02738 36.9321)		2001-07-14					2001-07-14	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_217	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_217	502_217	502_217		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1998-07-04		1998	7	4	1998-07-04 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.930300	-76.013160	EPSG:4326	0.11	1e-06				POINT(-76.01316 36.9303)		1998-07-04					1998-07-04	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
